customer_id,order_date,order_value,order_qty_articles
13414,2011-07-29,532.8,368
13148,2011-07-29,520.1,260
13975,2011-07-29,151.76,74
14005,2011-07-29,365.1,354
13138,2011-07-29,102.6,46
17790,2011-07-29,148.21,99
16775,2011-07-29,147.07,39
18064,2011-07-29,406,224
13575,2011-07-29,130.2,80
14735,2011-07-29,487.62,244
13875,2011-07-29,356.92,251
14145,2011-07-29,-594,-120
13928,2011-07-29,104.2,20
16184,2011-07-29,116.93,71
12748,2011-07-29,161.68,152
18081,2011-07-29,113.25,31
18127,2011-07-29,139.6,28
16684,2011-07-29,432,600
12971,2011-07-29,152.4,60
13089,2011-07-29,221.8,116
14738,2011-07-29,231.96,132
14456,2011-07-31,494.27,480
15532,2011-07-31,319.85,104
17404,2011-07-31,3633.58,2567
12697,2011-07-31,343.41,197
12456,2011-07-31,1325.23,628
17841,2011-07-31,220.2,123
16931,2011-07-31,115.61,85
17695,2011-07-31,411.74,421
13722,2011-07-31,911.94,443
13316,2011-07-31,2157.5,3669
16477,2011-07-31,446.75,229
15453,2011-07-31,139.98,82
16255,2011-07-31,297.32,211
17162,2011-07-31,298.38,176
16401,2011-07-31,483.63,485
14911,2011-07-31,1056.11,1410
16764,2011-07-31,172.96,75
17388,2011-07-31,189.83,59
14414,2011-07-31,309.14,522
15819,2011-07-31,408.33,225
16655,2011-07-31,638.19,523
17173,2011-07-31,462.78,116
14092,2011-07-31,360.54,258
16813,2011-07-31,188.54,144
12942,2011-07-31,287.38,99
13018,2011-07-31,414.69,258
15804,2011-07-31,519.04,214
14472,2011-07-31,149.02,63
14156,2011-07-31,13464.26,5246
15569,2011-07-31,597.61,292
16839,2011-07-31,458.94,190
13217,2011-07-31,396.96,144
14341,2011-07-31,115.08,54
12748,2011-07-31,1.25,1
15581,2011-08-01,250,2
12828,2011-08-01,227,84
17676,2011-08-01,182.66,134
16984,2011-08-01,3226.13,1632
17757,2011-08-01,206.69,153
16172,2011-08-01,249,136
15625,2011-08-01,301.14,250
12749,2011-08-01,1896.13,818
12949,2011-08-01,772.97,480
16332,2011-08-01,229,74
12844,2011-08-01,174.88,77
14408,2011-08-01,781.19,575
13167,2011-08-01,174.64,80
14341,2011-08-01,321.29,237
16904,2011-08-01,228.94,89
14112,2011-08-01,748.32,476
16182,2011-08-01,2327,1300
14709,2011-08-01,457.6,220
14239,2011-08-01,120.5,60
13184,2011-08-01,189.45,225
12921,2011-08-01,660.45,471
14937,2011-08-01,759.56,172
14567,2011-08-01,800.76,172
14060,2011-08-01,211.14,250
16814,2011-08-01,258.75,131
16745,2011-08-01,422.07,207
16133,2011-08-01,306.02,383
16551,2011-08-01,306.1,316
14947,2011-08-01,178.5,118
14403,2011-08-01,204,16
17282,2011-08-01,687,916
17615,2011-08-01,57.3,30
14738,2011-08-01,-4.56,-24
12627,2011-08-02,438.16,264
12633,2011-08-02,219.2,137
17788,2011-08-02,16.7,3
12449,2011-08-02,777.95,267
13023,2011-08-02,336.4,159
17809,2011-08-02,116.01,89
14688,2011-08-02,423.3,261
13089,2011-08-02,1515.42,936
13756,2011-08-02,321.5,398
14606,2011-08-02,124.11,66
15271,2011-08-02,174.11,113
14133,2011-08-02,287.64,196
15311,2011-08-02,156.18,210
16712,2011-08-02,168.05,145
18236,2011-08-02,165.24,110
13437,2011-08-02,362.52,131
13805,2011-08-02,500.24,728
16607,2011-08-02,114.78,583
15228,2011-08-02,970.58,486
15410,2011-08-02,340.74,146
12593,2011-08-02,85.8,52
12347,2011-08-02,584.91,277
13777,2011-08-02,326.22,138
13081,2011-08-02,-39.7,-35
16701,2011-08-02,376.02,1126
16133,2011-08-02,457.86,278
17353,2011-08-02,870,600
13798,2011-08-02,465.56,292
14315,2011-08-02,20.8,10
13505,2011-08-02,-29.25,-11
13094,2011-08-02,228.96,216
14857,2011-08-02,-7.47,-9
17389,2011-08-03,423.78,54
12643,2011-08-03,1202.22,699
14056,2011-08-03,228.34,146
14527,2011-08-03,166.72,40
14530,2011-08-03,460.43,171
16150,2011-08-03,444.22,274
13851,2011-08-03,1106.96,873
12841,2011-08-03,158.43,69
18055,2011-08-03,310.33,113
16525,2011-08-03,-452.42,-598
13975,2011-08-03,384.34,322
13213,2011-08-03,412.35,153
17841,2011-08-03,264.55,201
13186,2011-08-03,988.34,360
17656,2011-08-03,341.58,152
15089,2011-08-03,1221.56,674
17675,2011-08-03,614.78,272
16835,2011-08-03,99.1,42
12748,2011-08-03,-11.3,-12
18178,2011-08-03,490.87,287
16348,2011-08-03,191.82,119
18241,2011-08-03,95.85,43
16098,2011-08-03,200.32,110
15039,2011-08-03,536.58,219
13209,2011-08-03,595.26,524
12720,2011-08-03,221.04,187
13384,2011-08-03,583.24,396
13695,2011-08-03,218.27,138
17719,2011-08-03,658.38,176
16012,2011-08-03,767.07,332
17306,2011-08-03,611.24,712
16102,2011-08-03,839.76,464
17659,2011-08-03,318.24,158
17731,2011-08-03,301.17,169
16324,2011-08-03,262.12,185
15152,2011-08-03,399.6,109
15290,2011-08-03,526.22,218
16422,2011-08-03,2353,1460
14088,2011-08-03,1004.88,762
13486,2011-08-03,617.45,389
15189,2011-08-03,-14.56,-7
14132,2011-08-03,301.92,170
14401,2011-08-03,310.02,346
17429,2011-08-03,148.78,290
13717,2011-08-03,201.77,339
15628,2011-08-03,308.43,245
16419,2011-08-03,112.09,76
13408,2011-08-03,638.32,415
16180,2011-08-03,-18.35,-7
18073,2011-08-03,832.5,634
14737,2011-08-03,647.75,153
15150,2011-08-03,304.42,108
16607,2011-08-03,14.04,36
17940,2011-08-03,162,648
12921,2011-08-03,-14.55,-7
12757,2011-08-03,-15,-12
16168,2011-08-03,205.1,98
17848,2011-08-03,148.72,88
13263,2011-08-04,167.32,78
12626,2011-08-04,1062.84,556
12417,2011-08-04,355.56,190
12689,2011-08-04,511.03,281
12693,2011-08-04,225.14,34
12704,2011-08-04,360.81,145
12455,2011-08-04,78.56,33
12502,2011-08-04,788.87,152
14344,2011-08-04,117.3,39
16187,2011-08-04,422.82,382
17723,2011-08-04,622.5,150
17735,2011-08-04,954,538
16258,2011-08-04,754.8,216
14535,2011-08-04,799.94,506
12748,2011-08-04,29.7,6
17692,2011-08-04,117.48,108
15005,2011-08-04,192.28,195
18172,2011-08-04,1019.44,476
14562,2011-08-04,250.32,162
13047,2011-08-04,447.93,309
13571,2011-08-04,167.26,167
17677,2011-08-04,1016.04,621
17511,2011-08-04,5162.74,3005
12931,2011-08-04,19045.48,11896
18109,2011-08-04,270.52,472
13709,2011-08-04,788.04,525
13969,2011-08-04,301.93,64
15249,2011-08-04,615.5,365
14825,2011-08-04,132.05,47
15241,2011-08-04,74.4,264
16180,2011-08-04,2317,1312
12971,2011-08-04,83.1,54
13098,2011-08-04,2022.6,1320
14713,2011-08-04,372.24,267
16873,2011-08-04,638.02,456
17584,2011-08-04,749.45,245
15061,2011-08-04,913.3,580
15134,2011-08-04,203.78,126
13402,2011-08-04,312.95,289
17470,2011-08-04,193.36,392
16572,2011-08-04,367.32,176
15046,2011-08-04,943.07,675
12823,2011-08-04,229.5,30
14004,2011-08-04,716,386
16570,2011-08-04,299.52,260
13694,2011-08-04,1505.64,1524
16531,2011-08-04,199.7,214
14640,2011-08-04,496.24,230
16929,2011-08-04,199.74,126
14778,2011-08-04,396.81,165
13069,2011-08-04,47.29,29
17428,2011-08-04,1327.55,905
14667,2011-08-04,249.13,124
13985,2011-08-04,407.38,210
13791,2011-08-04,579,500
16672,2011-08-04,318.5,98
15205,2011-08-04,476.3,196
14768,2011-08-04,133.2,40
17404,2011-08-04,612,960
13767,2011-08-04,423.84,136
17381,2011-08-04,527.52,1928
16626,2011-08-04,198,150
17315,2011-08-04,190.35,461
14543,2011-08-04,161.4,32
15133,2011-08-04,324.52,368
16133,2011-08-04,-19.46,-25
12476,2011-08-04,-38.05,-10
15251,2011-08-04,492,112
16915,2011-08-04,173.7,6
17961,2011-08-04,2.25,3
14397,2011-08-04,98.16,64
17841,2011-08-05,245.83,169
12562,2011-08-05,650,323
12599,2011-08-05,180.3,163
12610,2011-08-05,946.75,457
12647,2011-08-05,307.8,134
12517,2011-08-05,771.75,421
14156,2011-08-05,1572.73,744
17400,2011-08-05,817.44,494
16880,2011-08-05,166.36,70
16764,2011-08-05,172.42,82
16818,2011-08-05,272.56,153
15719,2011-08-05,347.13,208
16174,2011-08-05,304.2,260
13451,2011-08-05,811.01,659
17377,2011-08-05,314.69,368
17092,2011-08-05,498.17,282
16029,2011-08-05,2017.92,1163
17231,2011-08-05,205.27,131
15110,2011-08-05,206.9,52
17220,2011-08-05,336.52,192
16271,2011-08-05,299.42,201
18079,2011-08-05,593.35,1232
15129,2011-08-05,390,134
17457,2011-08-05,340.06,154
13908,2011-08-05,630.5,361
14031,2011-08-05,809.11,388
15201,2011-08-05,330.99,255
13552,2011-08-05,463.9,216
15128,2011-08-05,312.14,262
14720,2011-08-05,155.8,40
13200,2011-08-05,319.32,249
18097,2011-08-05,554.84,332
15194,2011-08-05,402.02,304
13435,2011-08-05,251.26,200
18282,2011-08-05,100.21,75
12971,2011-08-05,137.76,196
14083,2011-08-05,17.85,3
18102,2011-08-05,985.92,288
13984,2011-08-05,102.1,58
17676,2011-08-05,16.5,10
15505,2011-08-05,502.02,110
15671,2011-08-05,301.36,240
16743,2011-08-05,-46.25,-37
12748,2011-08-05,9.9,6
16206,2011-08-07,121.11,50
16549,2011-08-07,662.03,461
15198,2011-08-07,107.64,64
15518,2011-08-07,226.93,144
14024,2011-08-07,262.45,99
15860,2011-08-07,113.79,59
16950,2011-08-07,606.41,305
14903,2011-08-07,611.59,410
13418,2011-08-07,263.19,298
13752,2011-08-07,204.15,83
12877,2011-08-07,100.4,140
15640,2011-08-07,1385.04,811
17602,2011-08-07,142.5,102
17323,2011-08-07,104.51,85
13782,2011-08-07,126.63,30
12720,2011-08-07,107.4,60
14331,2011-08-07,79,16
13248,2011-08-07,78.21,54
15831,2011-08-07,141.17,379
16066,2011-08-07,316.38,186
15411,2011-08-07,225.81,107
15058,2011-08-07,234.35,133
13450,2011-08-07,302.28,268
16954,2011-08-07,303.9,154
17298,2011-08-07,107.64,132
12901,2011-08-08,-15.84,-144
15502,2011-08-08,159.12,1904
13588,2011-08-08,-22.11,-7
15157,2011-08-08,-36.33,-78
12676,2011-08-08,169.1,83
12530,2011-08-08,416.65,273
17404,2011-08-08,80,2
14911,2011-08-08,829.96,603
17085,2011-08-08,347.75,157
17716,2011-08-08,809.82,492
18241,2011-08-08,169.4,84
14748,2011-08-08,347.64,452
14257,2011-08-08,1388.92,628
14844,2011-08-08,714.33,365
17611,2011-08-08,301.6,270
13869,2011-08-08,1519.99,993
17954,2011-08-08,241.01,180
17511,2011-08-08,-29.49,-11
14298,2011-08-08,598.88,474
16788,2011-08-08,300.31,124
12865,2011-08-08,981.38,550
16145,2011-08-08,325.51,292
17870,2011-08-08,106.91,123
12885,2011-08-08,645.35,346
15985,2011-08-08,242.84,208
16458,2011-08-08,254.8,202
13798,2011-08-08,1109.34,808
13013,2011-08-08,194.51,83
15152,2011-08-08,309.06,178
14415,2011-08-08,364.26,194
15311,2011-08-08,159.92,109
16637,2011-08-08,226.93,211
15033,2011-08-08,36.89,26
16365,2011-08-08,53.95,8
13016,2011-08-08,425.25,315
13186,2011-08-08,-21.05,-9
16333,2011-08-08,1282,1132
15189,2011-08-08,576.84,244
13767,2011-08-08,480.6,224
17961,2011-08-08,24.88,13
16951,2011-08-08,-15,-12
12569,2011-08-09,102.98,35
13097,2011-08-09,641.85,192
17675,2011-08-09,637.86,286
14626,2011-08-09,984.39,447
13162,2011-08-09,382.85,317
16791,2011-08-09,224.12,71
17841,2011-08-09,293.22,188
13113,2011-08-09,657.4,192
15078,2011-08-09,494.6,248
17139,2011-08-09,1256.95,708
14334,2011-08-09,335.28,280
17730,2011-08-09,367.46,355
14646,2011-08-09,12498.71,8182
14527,2011-08-09,150.74,59
14901,2011-08-09,159.64,134
14180,2011-08-09,174.65,35
16775,2011-08-09,109.63,29
16053,2011-08-09,1124.19,1003
14127,2011-08-09,257.48,124
17554,2011-08-09,477.46,662
13018,2011-08-09,251.96,274
18248,2011-08-09,307.56,269
13280,2011-08-09,115.5,70
17669,2011-08-09,368.5,206
17591,2011-08-09,213.6,60
17634,2011-08-09,105.99,130
15601,2011-08-09,462.06,168
13500,2011-08-09,326.4,128
13769,2011-08-09,282.23,95
14056,2011-08-09,123.21,69
17302,2011-08-09,358.49,155
15628,2011-08-09,-4.6,-12
13636,2011-08-09,105.1,36
16656,2011-08-09,60,16
12406,2011-08-09,-134.55,-9
13217,2011-08-09,-344.94,-126
14156,2011-08-10,131.87,390
13919,2011-08-10,213.15,338
12384,2011-08-10,292.69,62
12444,2011-08-10,757.07,68
16904,2011-08-10,282.97,321
14680,2011-08-10,2388.2,1324
13117,2011-08-10,90.4,92
14191,2011-08-10,355.45,272
16241,2011-08-10,120.84,78
17042,2011-08-10,241.92,220
17562,2011-08-10,126.3,75
16558,2011-08-10,203.59,83
13050,2011-08-10,392.17,217
15494,2011-08-10,1127.38,1077
14495,2011-08-10,40.6,22
17949,2011-08-10,432,600
16245,2011-08-10,315.72,172
14024,2011-08-10,65.25,51
14388,2011-08-10,335.15,249
12594,2011-08-10,721.95,521
15311,2011-08-10,205.32,149
15838,2011-08-10,4105.94,2630
14030,2011-08-10,222.48,210
17442,2011-08-10,521.44,307
14116,2011-08-10,319.97,162
13468,2011-08-10,107.1,58
16700,2011-08-10,307.22,278
15632,2011-08-10,409.61,265
17994,2011-08-10,95.71,107
15615,2011-08-10,535.54,302
14209,2011-08-10,354.68,184
17512,2011-08-10,350.58,302
17389,2011-08-10,625.8,84
16996,2011-08-10,340.9,134
12571,2011-08-10,248.35,197
16839,2011-08-10,457.25,245
16133,2011-08-10,304.96,136
13925,2011-08-10,115.93,55
16750,2011-08-10,98.38,45
17602,2011-08-10,-13.75,-11
15671,2011-08-10,-4.64,-16
15640,2011-08-10,45,36
15581,2011-08-11,2500,1
12362,2011-08-11,469.25,340
12428,2011-08-11,605.14,385
14911,2011-08-11,1672.4,1427
15358,2011-08-11,710.2,707
16076,2011-08-11,256.88,264
17811,2011-08-11,120.42,70
18226,2011-08-11,666.8,490
14646,2011-08-11,19150.66,14730
15955,2011-08-11,535.49,267
15498,2011-08-11,1015.66,546
17340,2011-08-11,595.72,344
17629,2011-08-11,83.25,31
14868,2011-08-11,400.6,234
16186,2011-08-11,389.36,323
15747,2011-08-11,306.82,161
12931,2011-08-11,9349.72,6098
16283,2011-08-11,109.98,46
14834,2011-08-11,185.61,99
17841,2011-08-11,403.05,226
13488,2011-08-11,642.36,383
14291,2011-08-11,325.32,222
17686,2011-08-11,1552.6,737
13198,2011-08-11,489.86,388
13588,2011-08-11,471.32,424
17633,2011-08-11,332.89,163
17284,2011-08-11,272.97,188
12749,2011-08-11,-125.78,-33
17653,2011-08-11,163.24,297
14639,2011-08-11,754.1,278
13263,2011-08-11,137.5,81
13538,2011-08-11,176.85,23
12993,2011-08-11,197.1,112
18235,2011-08-11,319.34,374
16422,2011-08-11,327.12,304
16656,2011-08-11,940.64,846
15608,2011-08-11,285.68,230
15117,2011-08-11,363.33,415
13427,2011-08-11,250.36,301
14525,2011-08-11,668.56,536
13203,2011-08-11,144.15,129
17644,2011-08-11,314.86,212
14305,2011-08-11,-48.85,-19
13985,2011-08-11,371.3,189
14099,2011-08-11,349.02,191
15987,2011-08-11,403.05,113
14346,2011-08-11,759.14,501
17429,2011-08-11,-12.8,-8
18077,2011-08-11,255.74,178
12610,2011-08-11,-11.55,-13
18093,2011-08-11,899.36,488
13186,2011-08-11,-15.15,-7
15469,2011-08-11,304.3,128
12994,2011-08-11,292.87,137
16180,2011-08-11,-18.35,-7
14462,2011-08-11,252.62,108
13408,2011-08-11,383.96,228
16928,2011-08-11,139.59,113
17857,2011-08-11,101.76,96
17389,2011-08-11,-15,-12
16133,2011-08-11,424.08,360
14534,2011-08-12,153.85,55
12381,2011-08-12,1268.74,568
12399,2011-08-12,209.62,175
12682,2011-08-12,412.88,180
16013,2011-08-12,1914.26,902
14110,2011-08-12,860.98,454
17858,2011-08-12,320.3,65
14911,2011-08-12,2165.63,1045
13158,2011-08-12,305.34,190
14696,2011-08-12,287.15,335
18237,2011-08-12,243.21,195
15192,2011-08-12,306.33,281
14646,2011-08-12,825.6,992
16612,2011-08-12,161.4,62
13069,2011-08-12,138.68,121
16011,2011-08-12,208.39,129
16746,2011-08-12,337,184
17293,2011-08-12,161.86,64
16045,2011-08-12,210.05,195
17642,2011-08-12,316.99,190
17516,2011-08-12,153.64,66
12431,2011-08-12,608.76,374
15544,2011-08-12,324.72,184
14790,2011-08-12,211.88,248
18092,2011-08-12,1181.44,872
16317,2011-08-12,308.31,252
15249,2011-08-12,384.6,250
14849,2011-08-12,813.71,691
12709,2011-08-12,-36.05,-15
16209,2011-08-12,212.64,176
13873,2011-08-12,159.2,74
15689,2011-08-12,150.6,28
13888,2011-08-12,366.11,180
16745,2011-08-12,311.2,112
12656,2011-08-12,-21.7,-10
17381,2011-08-12,528,320
14855,2011-08-12,339.3,138
13695,2011-08-12,182.76,180
15606,2011-08-12,303.22,118
16678,2011-08-12,326.75,247
12583,2010-12-01,855.86,449
12662,2010-12-01,261.48,157
14911,2010-12-01,555.38,243
14606,2010-12-01,198.32,93
17511,2010-12-01,1825.74,1568
17346,2010-12-01,146.61,88
16955,2010-12-01,156.1,80
13576,2010-12-01,349.15,108
12838,2010-12-01,390.79,228
17841,2010-12-01,533.58,196
13093,2010-12-01,799.4,256
16029,2010-12-01,3702.12,1676
13758,2010-12-01,362.45,137
12433,2010-12-01,1919.14,1852
13468,2010-12-01,360.05,111
14307,2010-12-01,783.11,558
15605,2010-12-01,194.85,71
16456,2010-12-01,787.4,392
14594,2010-12-01,255,146
15862,2010-12-01,354.23,124
15311,2010-12-01,445.33,197
15012,2010-12-01,191.06,86
17377,2010-12-01,223.9,102
16835,2010-12-01,81.75,19
17873,2010-12-01,215.15,129
15485,2010-12-01,950.09,416
13448,2010-12-01,443.96,162
13777,2010-12-01,6585.16,3348
17920,2010-12-01,514.41,220
17690,2010-12-01,376.8,170
13408,2010-12-01,1024.68,544
12472,2010-12-01,-122.3,-40
16539,2010-12-01,442.35,301
14001,2010-12-01,301.24,94
14696,2010-12-01,294.62,284
14078,2010-12-01,136.24,29
17897,2010-12-01,140.39,66
13047,2010-12-01,366.63,101
15983,2010-12-01,440.89,329
16218,2010-12-01,471.3,438
17850,2010-12-01,1499.34,474
17760,2010-12-01,172.54,165
15525,2010-12-01,313.93,124
14849,2010-12-01,355.84,188
16098,2010-12-01,430.6,134
12921,2010-12-01,322.4,140
12431,2010-12-01,358.25,107
16250,2010-12-01,226.14,108
17069,2010-12-01,277.05,103
16552,2010-12-01,95.29,39
12947,2010-12-01,304.04,184
16210,2010-12-01,2474.74,1070
17951,2010-12-01,295.5,118
17420,2010-12-01,130.85,53
14688,2010-12-01,444.98,454
13694,2010-12-01,842.12,1004
13255,2010-12-01,225.7,110
13705,2010-12-01,318.14,103
13767,2010-12-01,507.88,260
14496,2010-12-01,304.34,86
17025,2010-12-01,160.97,139
18229,2010-12-01,344.2,44
18085,2010-12-01,303.9,78
12868,2010-12-01,203.3,112
15513,2010-12-01,357,116
15100,2010-12-01,350.4,32
12748,2010-12-01,4.95,1
15235,2010-12-01,79.5,34
17924,2010-12-01,279,60
18144,2010-12-01,165.05,95
16928,2010-12-01,116.25,93
13748,2010-12-01,204,80
17181,2010-12-01,155.52,216
15291,2010-12-01,328.8,112
17460,2010-12-01,19.9,2
14045,2010-12-01,326.4,128
17841,2011-08-14,278.46,134
13838,2011-08-14,241.48,86
17049,2011-08-14,330.28,176
16370,2011-08-14,406.53,197
16466,2011-08-14,245.67,83
15376,2011-08-14,334.85,162
14040,2011-08-14,377.9,285
14658,2011-08-14,123.14,23
13527,2011-08-14,444.44,252
17613,2011-08-14,139.1,57
17800,2011-08-14,169.8,77
16326,2011-08-14,151,20
13515,2011-08-14,188.4,166
16115,2011-08-14,273.02,207
17988,2011-08-14,57.69,8
15270,2011-08-14,536.54,340
16150,2011-08-14,-24.8,-12
17644,2011-08-14,-18.15,-11
17048,2011-08-14,164.95,61
12722,2011-08-14,46.65,3
15111,2010-12-02,288.5,106
15574,2010-12-02,375.65,176
16186,2010-12-02,307.68,231
17964,2010-12-02,261.76,195
18041,2010-12-02,428.94,324
13491,2010-12-02,98.9,36
13305,2010-12-02,136.2,132
17685,2010-12-02,452.52,331
13941,2010-12-02,1095.12,644
15260,2010-12-02,420.5,254
17581,2010-12-02,786.78,441
16150,2010-12-02,393.42,174
14135,2010-12-02,485.25,741
15061,2010-12-02,9407.34,5475
17838,2010-12-02,717.16,472
14388,2010-12-02,312.8,170
14573,2010-12-02,413.1,134
18168,2010-12-02,246.35,129
15738,2010-12-02,329.65,255
14180,2010-12-02,201.75,31
16244,2010-12-02,1056.63,619
15601,2010-12-02,768.38,666
14449,2010-12-02,210.24,142
14901,2010-12-02,204.15,105
18239,2010-12-02,438.1,208
13418,2010-12-02,623.24,234
15752,2010-12-02,259.65,153
15544,2010-12-02,354.54,274
14395,2010-12-02,308.68,174
13715,2010-12-02,272.65,107
17757,2010-12-02,143.45,80
14829,2010-12-02,236.97,190
14047,2010-12-02,286.92,108
16916,2010-12-02,198.08,103
13402,2010-12-02,308.28,190
17287,2010-12-02,113.92,46
14031,2010-12-02,1714.25,531
12971,2010-12-02,45.12,84
13117,2010-12-02,202.12,130
17802,2010-12-02,100.2,75
15955,2010-12-02,572.38,246
14775,2010-12-02,406.56,384
17552,2010-12-02,298.52,144
17567,2010-12-02,517.95,244
14741,2010-12-02,184.5,114
16634,2010-12-02,164.8,64
17381,2010-12-02,1036.08,1424
15646,2010-12-02,189.8,230
17961,2010-12-02,127.55,45
15732,2010-12-02,138.1,97
17850,2010-12-02,3891.87,1259
12915,2010-12-02,199.65,41
15299,2010-12-02,1835.01,2097
15093,2010-12-02,623.73,879
15658,2010-12-02,306.2,64
17412,2010-12-02,197.3,50
14390,2010-12-02,217.75,73
13090,2010-12-02,160.6,76
13138,2010-12-02,193.23,125
17017,2010-12-02,877.32,648
17228,2010-12-02,183.3,122
15694,2010-12-02,306.4,80
16203,2010-12-02,170.7,70
17659,2010-12-02,247.8,64
16029,2010-12-02,569.4,260
15827,2010-12-02,190.93,109
17235,2010-12-02,341.9,126
15107,2010-12-02,116,26
15640,2010-12-02,333.72,180
16770,2010-12-02,130.8,56
14865,2010-12-02,37.2,96
14466,2010-12-02,379.75,137
13767,2010-12-02,320.7,95
14491,2010-12-02,127.2,40
14236,2010-12-02,189.3,38
14911,2010-12-02,22.5,6
14060,2010-12-02,339.84,504
13145,2010-12-02,295,1
12748,2010-12-02,4.25,1
13798,2010-12-02,408,160
15838,2010-12-02,-280.8,-9360
12619,2011-08-15,378.12,462
12656,2011-08-15,1161.07,607
14156,2011-08-15,467.42,580
15706,2011-08-15,450.05,160
18143,2011-08-15,519.98,262
18241,2011-08-15,57,20
14702,2011-08-15,190.15,101
16774,2011-08-15,238,88
13940,2011-08-15,172.44,140
15996,2011-08-15,111.56,27
15023,2011-08-15,670.88,165
15271,2011-08-15,141.78,87
14623,2011-08-15,210.85,71
14498,2011-08-15,360.09,239
15311,2011-08-15,606.16,451
15218,2011-08-15,705.3,487
17858,2011-08-15,231.75,65
12758,2011-08-15,1221.4,1026
14282,2011-08-15,141.72,120
13277,2011-08-15,50,40
17173,2011-08-15,498.48,122
15315,2011-08-15,233.54,262
12919,2011-08-15,182.65,63
13089,2011-08-15,951.34,774
17655,2011-08-15,300.63,105
16210,2011-08-15,310.87,87
14606,2011-08-15,112.33,62
16668,2011-08-15,50.28,84
14321,2011-08-15,273.72,362
13078,2011-08-15,434.74,186
13720,2011-08-15,247.35,101
15048,2011-08-15,64.6,39
15114,2011-08-15,191.14,262
13799,2011-08-15,347.16,216
15093,2011-08-15,630.42,342
17252,2011-08-15,11.9,2
15624,2011-08-15,68.1,22
16836,2011-08-15,91.32,84
15939,2011-08-15,47.4,60
14723,2010-12-03,250.94,115
12600,2010-12-03,76.5,31
12395,2010-12-03,346.1,528
12682,2010-12-03,336.24,132
12427,2010-12-03,303.5,79
12712,2010-12-03,175.53,60
13520,2010-12-03,303.4,110
12793,2010-12-03,131.8,65
14911,2010-12-03,1705.65,827
17198,2010-12-03,272.01,124
13013,2010-12-03,1528.34,802
16140,2010-12-03,124.14,104
17238,2010-12-03,370.09,126
17787,2010-12-03,736.28,356
12841,2010-12-03,294.25,186
16725,2010-12-03,122.15,64
14680,2010-12-03,1680.88,464
16013,2010-12-03,1062,360
17841,2010-12-03,333.84,134
14210,2010-12-03,304.95,93
14396,2010-12-03,110.35,39
12967,2010-12-03,1368.4,360
14083,2010-12-03,309.54,179
13081,2010-12-03,2366.78,1346
16891,2010-12-03,232.26,92
15545,2010-12-03,135.33,75
17809,2010-12-03,1216.7,334
16883,2010-12-03,128.03,54
12557,2010-12-03,620,400
16905,2010-12-03,254.4,108
17954,2010-12-03,98.83,59
14156,2010-12-03,322.2,1548
15373,2010-12-03,334.3,42
17884,2010-12-03,187.51,170
17819,2010-12-03,591.47,239
14898,2010-12-03,98.5,18
16477,2010-12-03,225.65,125
12779,2010-12-03,248.16,140
17135,2010-12-03,215.58,222
16455,2010-12-03,381.3,250
13408,2010-12-03,534,280
17949,2010-12-03,1314,120
17396,2010-12-03,397.5,106
15769,2010-12-03,91.8,36
13941,2010-12-03,-75.6,-36
12569,2011-08-16,115.3,22
14407,2011-08-16,15,1
13953,2011-08-16,354.36,248
16153,2011-08-16,323.44,122
13159,2011-08-16,457.31,377
16033,2011-08-16,677.93,240
16303,2011-08-16,3209.15,1607
13140,2011-08-16,150.15,53
16131,2011-08-16,613.98,452
16266,2011-08-16,110.38,53
13305,2011-08-16,194.55,77
15002,2011-08-16,494.17,337
15752,2011-08-16,335.2,348
17097,2011-08-16,200.24,82
15220,2011-08-16,337.24,276
17637,2011-08-16,338.95,215
14057,2011-08-16,520.93,330
14918,2011-08-16,844.73,363
16713,2011-08-16,369.33,263
14232,2011-08-16,257.6,378
15856,2011-08-16,444.14,430
16168,2011-08-16,199.6,64
13394,2011-08-16,306.86,350
16470,2011-08-16,193.47,188
17719,2011-08-16,310.98,152
16523,2011-08-16,741.4,319
17682,2011-08-16,429.12,248
13470,2011-08-16,115.5,70
13995,2011-08-16,153.2,84
16133,2011-08-16,303.83,117
14006,2011-08-16,300.1,194
17315,2011-08-16,168.15,69
14911,2011-08-16,-63.94,-15
15768,2011-08-16,142.68,91
13189,2011-08-16,127,526
15373,2011-08-16,166.6,44
14466,2011-08-16,234.75,139
13999,2011-08-16,334.34,222
15140,2011-08-16,600.66,365
13743,2011-08-16,166.32,168
18221,2011-08-16,169.85,145
18241,2011-08-16,104.7,42
16927,2011-08-16,201.6,480
17338,2011-08-17,946.74,420
12748,2011-08-17,146.19,47
12421,2011-08-17,231.76,158
12473,2011-08-17,514.06,321
12528,2011-08-17,234,51
16734,2011-08-17,306.16,109
16706,2011-08-17,291.53,165
16755,2011-08-17,576.16,374
17841,2011-08-17,305.28,243
16133,2011-08-17,308.08,116
17757,2011-08-17,155.05,76
15734,2011-08-17,760.8,213
12949,2011-08-17,425.75,289
15786,2011-08-17,3160.84,2310
15039,2011-08-17,694.11,274
16633,2011-08-17,464.94,162
17450,2011-08-17,16084.9,5354
12722,2011-08-17,580.08,400
14156,2011-08-17,1578.69,591
14194,2011-08-17,508.12,214
16029,2011-08-17,7275.68,3276
15122,2011-08-17,703.17,303
17511,2011-08-17,3256.88,2504
16488,2011-08-17,135.51,449
18257,2011-08-17,627.27,313
